id_wikidata	article	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource
Q13218676	Acquedotto romano	Storia	150	142	35429	35066	30	30	8	8	17	17	2694	7.60	2605	0	0	2	0	1080	1080	2013-07-08	2885	324832	41	0	0	Ancient Roman aqueducts	
Q1328015	Vita dei campi	Letteratura italiana	98	5	3339	3349	5	5	1	1	1	1	160	4.79	160	0	0	0	0	50	50	2010-04-18	4062	212610	23	0	0		Opera:Vita dei campi
Q133032	Magiari	Storia	134	138	18878	18897	17	17	9	9	3	3	2259	11.97	2259	0	0	1	0	6867	6867	2004-10-08	6080	290534	-15	0	0	Hungarians	
Q133132	Comune di Parigi (1871)	Storia	205	191	155291	155558	240	240	46	46	67	67	2590	1.67	1830	0	0	0	0	13132	13132	2005-04-17	5889	443587	73	0	0	Paris Commune	Commune de Paris
Q133235	Combustione	Chimica	295	295	10400	10121	3	2	3	3	1	1	1037	9.97	1037	1	1	0	1	2911	2911	2003-07-05	6541	637360	1	0	0	Combustion	
Q133250	Successione (matematica)	Matematica	83	87	18593	18435	0	0	0	0	5	5	1590	8.55	1592	0	0	0	0	17265	17265	2003-11-06	6417	179053	-23	0	0		Sequence
Q1333433	Estasi di santa Teresa d'Avila	Storia dell'arte	68	38	14354	13883	15	14	5	5	2	2	461	3.21	461	0	0	0	0	2042	2042	2005-09-11	5742	146771	147	0	0	Ecstasy of St Theresa by Bernini	
Q133641	Età delle scoperte	Letteratura italiana	12	5	6382	6399	0	0	1	1	0	0	2701	42.32	2701	0	0	0	0	50	50	2010-04-24	4056	26501	36	0	0	Age of Discovery	
Q133732	Discobolo	Storia dell'arte	170	165	7001	7402	4	4	9	9	2	2	353	5.04	353	0	0	0	0	1667	1667	2006-04-16	5525	368127	27	0	0	Discobolus	
Q133895	Ciclo di Krebs	Biologia	451	454	44961	44803	60	60	19	19	2	2	1457	3.24	1474	0	0	0	0	12681	12681	2004-05-23	6218	974327	-18	1	0	Citric acid cycle	
Q13405524	Impero di Alessandro Magno	Storia	117	92	95911	95819	82	82	17	17	8	8	2045	2.13	1987	0	0	0	0	264	264	2017-03-20	1534	253030	123	0	0		
Q13407144	Sistema informatico	Informatica	89	89	10987	11051	1	1	6	6	12	12	1769	16.10	1769	0	0	0	0	138	138	2005-04-28	5878	193367	5	0	0	Computers	
Q13416790	Uguaglianza sociale	Cittadinanza e costituzione	67	60	12220	10180	8	6	1	0	5	5	1142	9.35	518	2	2	0	0	2157	2157	2006-04-26	5515	144934	35	0	0	Social equality	
Q134178	Civiltà minoica	Storia	318	306	99978	98256	69	68	19	19	57	57	1053	1.05	1044	0	0	44	0	3106	3106	2005-09-30	5723	687955	62	0	0	Minoan civilization	
Q134189	Plotino	Filosofia	154	152	59182	58607	47	47	7	5	34	34	773	1.31	722	0	0	0	0	25395	23748	2004-04-12	6259	332884	11	0	0	Plotinus	Autore:Plotino
Q13420283	Storia dell'industria chimica	Storia	19	19	104797	104796	20	20	31	31	0	0	3216	3.07	3216	1	1	0	0	19937	19937	2005-11-24	5668	41906	1	0	0		
Q134221	Monarchia (Dante)	Letteratura italiana	101	89	30802	30045	3	3	1	1	0	0	1500	4.87	997	1	1	0	0	3552	3552	2006-05-20	5491	219343	60	0	0		Monarchia
Q134237	Radice quadrata	Matematica	189	180	14214	14214	0	0	1	1	0	0	942	6.63	942	0	0	0	0	6613	6613	2002-06-24	6917	408196	44	0	0	Square root	
Q134267	Fusto	Scienze	114	119	15533	15388	0	0	3	2	0	0	905	5.83	905	1	1	1	0	37	37	2003-07-27	6519	246685	-23	0	0	Plant stems	Plant stems
Q13468437	Anni ruggenti	Storia	128	125	9408	9408	1	1	2	2	13	13	1433	15.23	1433	0	0	0	0	392	392	2009-10-20	4242	277606	19	0	0		
Q13475484	Verbo riflessivo	Grammatica italiana	33	29	2148	2124	0	0	0	0	0	0	706	32.87	706	1	1	0	0	460	0	2012-05-05	3314	71078	18	0	0		
Q134783	Stratigrafia (geologia)	Scienze della Terra	36	37	7324	7324	0	0	3	3	0	0	392	5.35	392	0	0	0	0	1962	1962	2005-04-06	5900	78722	-4	0	0	Stratigraphy	
Q134840	Trattato di Verdun	Storia	71	67	2799	2814	0	0	1	2	0	0	232	8.29	344	0	0	0	0	36	36	2004-03-22	6280	152929	17	0	0	Treaty of Verdun	
Q134856	Acidi carbossilici	Chimica	261	266	14712	14959	2	2	2	2	2	2	664	4.51	738	0	0	0	0	1132	275	2005-05-24	5852	564336	-23	0	0	Carboxylic acids	
Q1348910	Terremoto di Messina del 1908	Storia	360	378	76167	65228	39	24	24	25	23	23	1926	2.53	1959	0	0	0	0	18728	18684	2004-05-25	6216	777431	-91	0	0	1908 Messina earthquake	
Q1349158	Paolo Sarpi	Letteratura italiana	66	66	49458	49258	34	34	10	9	6	6	867	1.75	867	0	0	0	0	9324	9324	2006-12-09	5288	143441	4	0	0	Paolo Sarpi	Autore:Paolo Sarpi
Q1352178	Va, pensiero	Letteratura italiana	299	305	10531	10452	6	6	1	1	0	0	710	6.74	654	0	0	0	0	9718	9718	2006-06-21	5459	646695	-28	0	0	Va, pensiero, sull'ali dorate	Va, pensiero
Q13533728	Metatesi (chimica)	Chimica	12	11	1805	1723	0	0	1	0	0	0	371	20.55	299	0	0	0	0	37	37	2007-01-23	5243	26475	4	0	0		
Q13582	Conferenza di Berlino (1884)	Storia	76	71	15378	15391	18	18	5	5	4	4	930	6.05	930	0	0	0	0	3348	3348	2006-08-28	5391	165185	26	0	0	Berlin Conference (1884)	
Q1362030	Espressionismo (letteratura)	Letteratura italiana	38	37	25806	78032	30	84	1	0	7	7	6173	23.92	6174	1	4	0	0	605	605	2007-05-06	5140	81273	1	0	0	Expressionism	
Q1362251	Scultura romana	Storia dell'arte	55	51	79088	78838	62	62	37	37	14	14	4379	5.54	4369	0	0	0	0	1326	1326	2010-03-01	4110	118236	18	0	0	Ancient Roman sculptures	
Q1364	Frutto	Scienze	161	172	12646	12260	1	0	7	7	0	0	1142	9.03	1142	0	0	0	0	2509	2509	2003-11-27	6396	348525	-50	0	0	Fruits	
Q136407	Storia dell'universo	Storia	145	138	21342	21317	4	4	5	5	4	4	1729	8.10	1729	0	0	0	0	19454	19454	2004-09-23	6095	313478	34	0	0		
Q1365292	Leggi intollerabili	Storia	7	6	3377	3377	0	0	1	1	1	1	2897	85.79	2897	0	0	0	0	36	36	2007-01-24	5242	14083	2	0	0		
Q1366302	Record (database)	Informatica	43	42	1729	1729	0	0	0	0	0	0	1478	85.48	1478	1	1	0	0	41	41	2005-05-30	5846	93428	7	0	0		
Q1367590	Rapporto giuridico	Diritto e Economia	74	72	10271	10408	1	1	0	0	2	2	163	1.59	134	0	2	0	0	202	202	2006-08-25	5394	160777	14	0	0		
Q137056	Corrosione	Chimica	159	160	52396	52396	22	22	18	18	11	11	1151	2.20	1151	0	0	1	0	9681	9681	2005-12-17	5645	344773	-4	0	0	Corrosion	Corrosion
Q1370714	Legname	Tecnologia	25	26	19632	19632	6	6	1	1	0	0	1522	7.75	1522	2	2	0	0	2413	2413	2004-12-19	6008	53347	-6	0	0	Timber	
Q13741	Integrated development environment	Informatica	72	71	7045	6429	3	0	4	4	0	0	828	11.75	780	1	1	0	0	118	118	2005-07-22	5793	155411	4	0	0	Integrated development environments	
Q1377174	Sergio Corazzini	Letteratura italiana	31	30	9323	9097	0	0	1	1	1	1	4	0.04	3	0	0	0	0	4165	4165	2006-08-26	5393	66551	3	0	0	Sergio Corazzini	Autore:Sergio Corazzini
Q1378456	Conteggio delle vittime della prima guerra mondiale	Storia	233	222	48071	48071	89	89	14	14	26	26	1993	4.15	1993	0	0	0	0	5198	5198	2014-03-17	2633	503421	53	0	0	Casualties of World War I	
Q1378741	Eustatismo	Scienze della Terra	9	10	1805	1805	0	0	0	0	0	0	1452	80.44	1452	2	2	0	0	620	620	2007-09-11	5012	19725	-2	0	0		
Q1379344	Criterio di Cartesio	Matematica	24	23	2823	2719	1	1	0	0	0	0	248	8.78	248	0	0	0	0	249	249	2006-12-11	5286	52055	7	0	0		
Q138246	Pluralia tantum	Grammatica latina	44	42	4023	3415	1	0	0	0	0	0	1261	31.34	685	0	0	0	0	298	298	2006-07-13	5437	94829	10	0	0		
Q1384267	Espansione della Terra	Scienze della Terra	4	4	9263	9263	10	10	2	2	1	1	809	8.73	809	1	1	0	0	3896	3896	2010-03-11	4100	8730	0	0	0	Expanding Earth	
Q1385607	Proposizione eccettuativa	Grammatica italiana	13	14	1401	1401	0	0	0	0	2	2	790	56.39	790	0	0	0	0	49	0	2007-11-22	4940	29154	-2	0	0		
Q1390924	Commedia togata	Letteratura latina	17	16	2573	2531	0	0	1	0	2	2	421	16.36	421	1	1	0	0	169	169	2006-02-23	5577	37184	5	0	0		
Q1394	Lenin	Storia	725	712	124581	122943	131	129	36	35	44	44	4682	3.76	4502	2	2	0	0	32439	31742	2003-12-16	6377	1567310	67	0	0	Vladimir Lenin	Autore:Lenin
Q1394847	Giacomo da Lentini	Letteratura italiana	118	113	10501	10127	10	9	2	2	6	6	223	2.12	223	0	0	0	0	7274	7274	2006-12-08	5289	255791	27	0	0		Autore:Giacomo da Lentini
Q1394860	Pier della Vigna	Letteratura italiana	119	111	10861	10385	5	4	1	1	51	51	191	1.76	191	0	0	0	0	2441	2441	2006-01-08	5623	256591	40	0	0	Pietro della Vigna	Autore:Pier della Vigna
Q1399	Niccolò Machiavelli	Filosofia	797	760	85963	85726	46	45	17	16	15	15	2115	2.46	1904	0	0	6	0	49567	49567	2006-12-06	5291	1723552	184	0	0	Niccolò Machiavelli	Autore:Niccolò Machiavelli
Q1401	Francesco Petrarca	Letteratura italiana	1011	36	139318	32	194	0	31	0	0	0	1253	0.90	29	0	0	0	0	37466	0	2002-11-22	6766	2184857	102	0	1	Francesco Petrarca	Autore:Francesco Petrarca
Q1401935	Disposizione	Matematica	41	42	19301	19301	0	0	5	5	2	2	944	4.89	944	0	0	0	0	642	642	2005-09-11	5742	89232	-1	0	0		
Q1402	Giovanni Boccaccio	Letteratura italiana	695	26	136546	32	191	0	22	0	0	0	2595	1.90	29	0	0	0	0	68346	0	2002-05-04	6968	1503455	64	0	1	Giovanni Boccaccio	Autore:Giovanni Boccaccio
Q1402059	Proposizione relativa	Grammatica italiana	103	101	4399	3115	2	0	0	0	0	0	436	9.91	2403	1	0	0	0	49	0	2007-05-01	5145	222513	11	0	0	Relative clauses	
Q1402912	Filostrato (Boccaccio)	Letteratura italiana	34	2	4184	3507	3	2	1	1	0	0	1282	30.64	2188	1	1	0	0	50	50	2008-03-22	4819	74333	6	0	0	Il Filostrato	
Q1403	Luigi Pirandello	Letteratura italiana	1470	1513	99753	96450	76	73	20	19	29	29	510	0.51	509	1	0	0	0	124284	124284	2008-04-08	4802	3178439	-207	0	0	Luigi Pirandello	Autore:Luigi Pirandello
Q1403517	Incertezza di misura	Fisica	101	94	14788	14784	12	12	1	1	4	4	1929	13.04	1929	0	0	0	0	1102	1102	2006-10-02	5356	218384	34	0	0	Measurement uncertainty	
Q1404472	Rinascimento italiano	Storia dell'arte	228	214	24655	24648	19	19	7	7	9	9	2359	9.57	2633	0	0	0	0	3966	3966	2007-01-13	5253	492334	70	0	0	Renaissance in Italy	
Q1405	Augusto	Storia	1122	1006	160491	158082	162	160	47	47	44	44	5833	3.63	4643	0	0	0	0	21753	21458	2003-09-08	6476	2425715	575	0	1	Augustus	Autore:Augusto
Q1406	Microsoft Windows	Informatica	373	346	42277	43291	20	15	24	25	0	0	716	1.69	699	1	1	2	0	18056	18056	2003-02-27	6669	806238	134	0	0	Microsoft Windows	Microsoft Windows
Q140694	Alexis de Tocqueville	Filosofia	101	98	33535	33554	26	26	5	5	3	3	389	1.16	389	0	0	0	0	3054	3054	2006-03-21	5551	217519	12	0	0	Alexis de Tocqueville	Autore:Alexis de Tocqueville
Q1410	Gibilterra	Geografia	511	-	33268	-	15	-	20	-	-	-	2106	6.33	-	0	-	1	0	4742	-	2004-01-14	6348	1105350	-34	0	0	Gibraltar	Gibraltar
Q1410539	Terramare	Storia	83	82	31831	13135	38	12	23	8	8	8	587	1.84	1089	0	0	0	0	2144	2117	2004-12-12	6015	179164	5	0	0	Terramare culture	
Q1411112	Mario Schifano	Storia dell'arte	137	131	39659	39091	16	15	1	1	34	34	1081	2.73	926	0	0	0	0	4347	4347	2005-10-04	5719	295637	30	0	0		
Q14116	macOS	Informatica	0	331	63357	59541	39	36	4	3	0	0	1881	2.97	1861	0	0	0	0	9554	9554	2004-05-02	6239	0	0	0	0	MacOS	
Q1412733	Diaspora ebraica	Storia	185	174	19319	19357	3	4	1	0	1	1	1378	7.13	1301	2	2	5	0	974	974	2006-05-15	5496	399108	51	0	0	Jewish diaspora	
Q1413460	Tecnica edilizia romana	Storia dell'arte	71	74	7824	7824	0	0	1	1	12	12	592	7.57	592	0	0	0	0	703	703	2005-07-14	5801	153653	-12	0	0	Ancient Roman building techniques	
Q1415187	Soggetto economico	Diritto e Economia	39	38	3964	3966	0	0	0	0	0	0	500	12.61	500	1	1	0	0	49	49	2005-12-19	5643	84065	5	0	0		
Q14185	Lingua occitana	Letteratura italiana	212	214	187626	187041	164	163	15	15	0	0	3022	1.61	3133	0	0	6	0	30553	30553	2005-01-13	5983	457881	-10	0	0	Occitan language	
Q1419215	Proposizione principale	Grammatica italiana	52	50	2895	2822	0	0	0	0	0	0	672	23.21	671	1	1	0	0	613	637	2006-03-27	5545	112795	10	0	0		
Q142	Francia	Geografia	2179	2140	161367	157209	99	94	44	43	1	1	7548	4.68	7384	0	0	0	0	33051	32718	2003-10-30	6424	4711846	198	0	0	France	France
Q1420791	Guerre turco-veneziane	Storia	24	22	12481	11882	0	0	4	3	6	6	239	1.91	237	0	0	0	0	36	36	2008-07-19	4700	52140	11	0	0	Ottoman–Venetian Wars	
Q1421436	Civiltà nuragica	Storia	248	247	106088	104935	100	99	51	51	24	24	2744	2.59	2744	0	0	0	0	32621	32621	2004-06-29	6181	536186	4	0	0	Nuragic civilization	
Q1422116	Isole dell'Italia	Geografia	222	219	21906	21848	8	8	45	46	1	1	1112	5.08	1148	0	0	0	0	4740	4740	2003-08-27	6488	480361	15	0	0	Islands of Italy	
Q1426186	Memoria di massa	Informatica	157	157	8242	8027	1	1	5	1	0	0	599	7.27	600	1	1	0	0	67	67	2005-02-14	5951	340217	2	0	0		
Q1430	Marco Aurelio	Filosofia	576	551	123964	123997	230	230	39	39	83	83	4854	3.92	4835	0	0	0	0	18802	18802	2004-03-23	6279	1244468	123	0	1	Marcus Aurelius	Autore:Marco Aurelio
Q1431376	Letteratura barocca	Letteratura italiana	105	102	15689	15691	6	6	1	1	1	1	422	2.69	422	0	0	0	0	4813	4813	2006-12-12	5285	226550	13	0	0		
Q1435490	Casa del Popolo	Storia	18	18	6419	5669	1	0	1	1	0	0	703	10.95	703	1	1	0	0	2162	2162	2008-07-08	4711	38723	1	0	0	People's Houses	
Q1436	Pertinace	Storia	113	108	22051	22065	30	30	12	12	17	17	2270	10.29	2288	0	0	0	0	196	196	2004-03-29	6273	243663	24	0	0	Pertinax	Pertinax
Q14373	Pesca (attività)	Geografia	57	58	2608	2450	0	0	4	4	0	0	626	24.00	608	1	1	1	0	0	-	2006-09-28	5360	123824	-4	0	0	Fishing	Fishing
Q14378	Neoclassicismo	Letteratura italiana	466	450	19565	19399	5	5	12	12	5	5	1050	5.37	975	0	0	2	0	5787	5434	2005-12-31	5631	1007028	77	0	0	Neoclassicism	
Q1438	Campania	Geografia	1056	998	236989	214435	141	135	222	220	14	14	4674	1.97	5127	0	0	1	0	75023	74275	2003-02-24	6672	2283842	291	0	0	Campania	Campania
Q1439991	Nuova Frontiera	Storia	23	22	20393	20430	13	13	1	1	5	5	3157	15.48	3157	0	0	1	0	2106	2106	2008-08-27	4661	49179	3	0	0		
Q144019	Foreste di conifere temperate	Biologia	30	28	12869	12869	2	2	6	6	1	1	914	7.10	914	0	0	0	0	1191	1191	2017-01-08	1605	65444	12	0	0	Coniferous forests	
Q1443	Molise	Geografia	860	853	126671	126117	42	44	75	73	9	9	2914	2.30	3010	1	1	7	1	32551	32551	2003-02-27	6669	1858371	36	0	0	Molise	Categoria:Canti del Molise
Q1447	Puglia	Geografia	1078	1060	185727	183859	104	102	133	131	40	40	3786	2.04	3676	0	0	3	0	71126	67372	2003-02-23	6673	2330730	94	0	0	Apulia	Puglia
Q145	Regno Unito	Geografia	2050	2005	163460	160216	210	203	24	25	17	17	7663	4.69	7108	0	0	2	0	39037	36472	2002-11-19	6769	4432582	228	0	0	United Kingdom	United Kingdom
Q1452	Basilicata	Geografia	913	890	136496	91533	193	54	46	56	14	14	1890	1.38	2059	0	0	0	0	73405	71690	2003-02-25	6671	1973770	114	0	0	Basilicata	Basilicata
Q145599	Dativo	Grammatica latina	55	57	4018	4018	2	2	1	1	1	1	624	15.53	624	2	2	0	0	47	47	2005-02-26	5939	119092	-8	0	0		
Q1456635	Pace di Lodi	Storia	142	138	7611	7571	8	8	8	8	5	5	1265	16.62	1259	0	0	0	0	2012	2012	2005-06-19	5826	306204	19	0	0	Peace of Lodi	
Q1457297	Sidereus Nuncius	Letteratura italiana	69	63	17195	17119	13	13	3	3	7	7	251	1.46	214	0	0	1	0	5180	5180	2007-03-16	5191	148275	27	0	0	Sidereus Nuncius	
Q1458	Calabria	Geografia	1039	1011	138178	113356	99	50	127	128	0	0	5270	3.81	3354	1	1	0	0	49524	45919	2003-02-26	6670	2246557	142	0	0	Calabria	Autore:Regione Calabria
Q1460	Sicilia	Geografia	1619	1615	173921	241806	96	112	127	177	7	7	4400	2.53	7340	1	2	0	0	186696	184064	2003-04-16	6621	3500009	23	0	0	Sicily	Autore:Regione Siciliana
Q146078	Accusativo	Grammatica latina	44	46	3866	3871	1	1	0	0	0	0	3092	79.98	3095	1	1	0	0	241	241	2005-04-10	5896	94249	-11	0	0		
Q1462	Sardegna	Geografia	1549	1563	235303	229813	257	249	72	74	46	46	3832	1.63	4211	0	0	0	0	208947	187260	2003-05-19	6588	3349946	-58	0	1	Sardinia	Sardegna
Q14620	Ottica	Fisica	51	53	10050	10048	2	2	4	4	8	8	613	6.10	613	0	0	0	0	1113	1113	2004-09-16	6102	110915	-9	0	0	Optics	Optics
Q146233	Genitivo	Grammatica latina	49	50	3295	3223	0	0	0	0	0	0	873	26.49	873	1	1	0	0	574	574	2004-10-25	6063	105801	-8	0	0		
Q1463832	Sacco di Roma (455)	Storia	54	52	11673	10698	10	10	4	4	7	7	426	3.65	426	0	0	0	0	191	191	2006-11-24	5303	116035	9	0	0		
Q1463845	Sacco di Roma (410)	Storia	165	156	134935	134882	159	159	16	16	8	8	1998	1.48	1998	0	0	0	0	1449	1449	2005-03-23	5914	356348	43	0	0	Sack of Rome (410)	
Q1463941	Stati generali del 1789	Storia	85	68	32623	32127	21	20	11	11	8	8	1042	3.19	703	0	0	0	0	1024	1024	2007-10-09	4984	183203	82	0	0	French States-General of 1789	
Q146505	Solvente	Chimica	158	162	11625	11645	3	3	1	1	2	2	1466	12.61	1521	0	0	0	1	474	474	2005-07-20	5795	341576	-19	0	0	Solvents	
Q14656	Unix-like	Informatica	39	39	5329	5306	5	5	1	1	1	1	812	15.24	812	1	1	0	0	237	237	2004-10-17	6071	84975	2	0	0	Unix	
Q146786	Plurale	Grammatica italiana	9	10	1910	1910	0	0	0	0	0	0	1235	64.66	1235	1	1	0	0	1018	934	2006-09-23	5365	20171	-3	0	0		
Q1468684	Sistema chiuso	Chimica	18	18	1205	1093	1	1	1	0	1	1	553	45.89	447	1	1	0	0	37	37	2006-05-08	5503	38695	-3	0	0		
Q1468865	Sistema tributario	Diritto e Economia	27	-	4693	-	0	-	0	-	-	-	399	8.50	-	0	-	0	0	49	-	2008-09-26	4631	57697	1	0	0		
Q146924	Limes romano	Storia	138	131	74915	74939	37	37	20	20	27	27	1312	1.75	1312	0	0	0	0	698	698	2003-11-15	6408	298924	34	0	0	Limes (frontier)	
Q1469987	Palliata	Letteratura latina	42	41	6142	6142	3	3	1	1	3	3	285	4.64	285	0	0	0	0	160	160	2005-08-28	5756	90590	3	0	0		
Q147276	Nome proprio	Grammatica italiana	48	49	3071	3081	3	3	0	0	0	0	2021	65.81	2023	1	1	0	0	83	0	2004-09-07	6111	104513	-1	0	0		
Q1473417	Lo cunto de li cunti	Letteratura italiana	146	153	12627	12573	4	4	1	1	1	1	927	7.34	936	0	0	0	0	821	821	2008-04-07	4803	315749	-32	0	0	Lo Cunto de li Cunti (1634, Basile)	Lo cunto de li cunti
Q1475560	Futuro semplice	Grammatica italiana	43	46	17259	17259	7	7	0	0	5	5	582	3.37	582	0	0	0	0	930	846	2006-12-18	5279	93571	-13	0	0		
Q147572	Arco (geometria)	Matematica	51	-	1818	-	0	-	1	-	-	-	1480	81.41	-	1	-	0	0	40	-	2005-12-22	5640	111063	-17	0	0		
Q14763008	Mitosi	Biologia	496	498	10876	10349	0	0	11	11	2	2	695	6.39	964	0	0	0	0	10923	10923	2006-11-22	5305	1071394	-13	0	0	Mitosis	Mitosis
Q1479995	Consuetudine	Diritto e Economia	103	101	6268	6125	0	0	2	2	0	0	411	6.56	410	2	1	0	0	49	49	2005-09-07	5746	221862	9	0	0		
Q148	Cina	Geografia	1974	1975	209338	206006	246	242	58	57	30	30	9986	4.77	8854	6	7	1	0	104780	103226	2004-04-05	6266	4268390	5	0	0	People's Republic of China	中华人民共和国
Q148540	Repubblica di Firenze	Storia	126	118	33990	32126	6	2	20	20	1	1	1215	3.57	256	1	1	0	0	4566	3696	2006-12-16	5281	273325	45	0	0	Republic of Florence	
Q148836	Monachesimo	Storia	216	215	19195	19008	8	8	3	2	0	0	471	2.45	372	1	1	0	0	3430	3430	2005-02-15	5950	466917	4	0	0	Monasticism	
Q148837	Polis	Storia	407	385	60291	60278	3	3	1	1	9	9	371	0.62	371	0	0	0	0	4277	4277	2005-10-06	5717	879307	109	0	0		
Q14890574	Fecondazione	Scienze	124	128	11446	11446	6	6	2	2	1	1	344	3.01	344	0	0	0	0	4862	4862	2006-11-29	5298	267048	-22	0	0	Fertilisation	Fertilization
Q148993	Latifoglie	Geografia	91	95	1202	1202	0	0	1	1	0	0	925	76.96	925	1	1	0	0	0	-	2007-10-28	4965	196879	-19	0	0		
Q14947899	West	Storia	201	192	24415	24003	0	0	3	3	8	8	1161	4.76	1123	1	1	0	0	2188	2188	2007-07-17	5068	434305	44	0	0	Wild West	
Q149537	Novella	Letteratura italiana	136	135	27118	24750	10	2	1	0	1	1	2686	9.90	2152	1	1	0	0	339	339	2004-11-13	6044	293300	5	0	0	Novellas	
Q1496	Ferdinando Magellano	Storia	313	317	17063	15004	5	2	6	6	5	5	749	4.39	746	1	1	0	0	5077	5077	2005-01-20	5976	677549	-18	0	0	Ferdinand Magellan	Autore:Ferdinando Magellano
Q15	Africa	Geografia	1037	1045	61871	61292	34	34	22	19	11	11	1145	1.85	1163	0	0	0	0	10950	10950	2003-09-26	6458	2241754	-34	0	0	Africa	Africa - Afrique - أفريقيا
Q1502460	Pronome possessivo	Grammatica italiana	105	115	1593	1593	0	0	0	0	0	0	1027	64.47	1027	2	2	0	0	83	0	2007-01-22	5244	227701	-46	0	0		
Q1502853	Ablativo assoluto	Grammatica latina	98	92	8631	8581	0	0	0	0	0	0	892	10.33	890	2	1	0	0	47	47	2007-12-02	4930	212528	33	0	0		
Q150611	Ferdinando I d'Asburgo	Storia	109	105	41363	41147	24	23	18	18	17	17	851	2.06	851	0	0	0	0	2040	2040	2006-01-22	5609	235477	21	0	0	Ferdinand I, Holy Roman Emperor	Ferdinandus I Imperator
Q150642	Vittorio Emanuele III di Savoia	Storia	844	784	122378	125807	75	74	87	123	3	3	1571	1.28	1337	0	0	2	2	11897	7615	2004-01-03	6359	1825251	300	0	0	Victor Emmanuel III of Italy	Autore:Vittorio Emanuele III di Savoia
Q1507074	Blocco occidentale	Storia	28	28	3328	3309	1	1	3	3	0	0	337	10.13	337	0	0	0	0	36	36	2010-09-07	3920	61419	5	0	0		
Q150812	Campagna di Polonia	Storia	183	184	108033	107880	112	111	44	44	28	28	2847	2.64	2847	0	0	0	0	38156	38156	2007-01-10	5256	395171	-3	0	1	Polish Defensive War of 1939	
Q1508721	Vincolo di integrità referenziale	Informatica	34	34	2690	2551	1	1	1	1	0	0	1930	71.75	1791	0	0	0	0	41	41	2011-07-03	3621	73771	0	0	0		
Q1509757	Retta nel piano cartesiano	Matematica	71	76	21193	21193	0	0	8	8	0	0	157	0.74	157	1	1	0	0	40	40	2007-03-02	5205	152795	-26	0	0	Linear equations	
Q15098088	Roma e le guerre con Equi e Volsci	Storia	30	31	32738	32583	44	44	5	5	13	13	142	0.43	142	0	0	0	0	2765	2765	2011-05-11	3674	64256	-5	0	0		
Q1509829	Verbo impersonale	Grammatica italiana	45	42	549	549	0	0	0	0	0	0	447	81.42	447	2	2	0	0	83	0	2012-01-22	3418	98086	15	0	0		
Q151047	Nascita di Venere	Storia dell'arte	447	445	17070	17656	13	13	7	7	11	11	1576	9.23	1583	1	1	0	0	6391	6391	2004-03-28	6274	966827	10	0	0	The Birth of Venus (Botticelli)	
Q151060	Codice napoleonico	Storia	65	41	9128	8651	3	1	3	3	0	0	873	9.56	873	0	0	0	0	6631	6631	2006-05-06	5505	139930	115	0	0	Code Napoléon	Codice di Napoleone il grande
Q151090	Ottone III di Sassonia	Storia	56	54	14531	14357	3	2	4	4	10	10	3	0.02	3	0	0	0	0	1000	1000	2005-04-28	5878	121762	12	0	0	Otto III, Holy Roman Emperor	Otto III, Holy Roman Emperor
Q151340	Campagna di Francia	Storia	184	178	44724	45467	18	18	7	10	0	0	5118	11.44	5344	0	0	0	0	4520	4520	2005-12-19	5643	398190	31	0	0	Battle of France	
Q15140913	Formule di prostaferesi	Matematica	94	102	8829	8839	1	1	0	0	1	1	960	10.87	970	0	0	0	0	1662	1662	2006-08-29	5390	203124	-37	0	0		
Q15140974	Invasioni barbariche del IV secolo	Storia	18	16	58185	58150	78	78	13	13	30	30	1518	2.61	1518	0	0	0	0	4600	4600	2008-05-19	4761	39045	9	0	0		
Q15141402	Perifrastica attiva	Grammatica latina	87	79	4835	4835	0	0	0	0	0	0	993	20.54	993	1	1	0	0	47	47	2008-01-12	4889	187086	38	0	0		
Q15141478	Pubblica amministrazione italiana	Cittadinanza e costituzione	179	176	80718	74301	70	62	0	0	5	5	237	0.29	251	0	0	2	2	4947	4947	2005-12-20	5642	387974	17	0	0		
Q1517200	Partiti politici italiani	Cittadinanza e costituzione	674	609	52101	40875	23	25	1	0	0	0	394	0.76	272	1	1	0	1	15727	15381	2005-10-05	5718	1456306	321	0	0	Political parties in Italy	
Q1517385	Storia del giornalismo	Storia	29	29	28310	28256	18	18	1	1	7	7	368	1.30	368	0	0	0	0	8623	8623	2008-01-09	4892	63337	4	0	0		
Q1517519	Il Cortegiano	Letteratura italiana	57	58	7893	7893	0	0	2	2	6	6	1510	19.13	1510	0	0	0	0	1131	1131	2007-06-27	5088	123962	-1	0	0		
Q151803	Piet Mondrian	Storia dell'arte	273	278	35656	35362	2	1	2	2	20	20	507	1.42	507	0	0	0	0	3239	3239	2005-05-26	5850	591139	-23	0	0	Piet Mondrian	Piet Mondrian
Q152	Pesce	Biologia	317	328	88090	87235	44	43	43	42	15	15	1516	1.72	1497	0	0	0	0	13950	13733	2005-08-27	5757	684622	-54	0	0	Fish	Fish
